Name,Price,Reviews,Size,Category,Rating,bath-personal-care,beauty,grocery,healthy-home,pets,sports-nutrition,supplements
"Now Foods, L-Carnitine, 500 mg, 180 Veg Capsules",61.16,1389.0,0.5,sports-nutrition,4.7,0,0,0,0,0,1,0
"Thorne Research, Creatine, 16 oz (462 g)",48.38,69.0,462.0,sports-nutrition,4.7,0,0,0,0,0,1,0
"Life Extension, L-Carnitine, 500 mg, 30 Vegetarian Capsules",17.56,196.0,0.5,sports-nutrition,4.8,0,0,0,0,0,1,0
"Think !, High Protein Bars, Sea Salt Almond Chocolate, 10 Bars, 1.94 oz (55 g) Each",31.63,153.0,55.0,sports-nutrition,4.0,0,0,0,0,0,1,0
"Think !, Protein & Fiber Bars, Chocolate Almond Brownie, 10 Bars, 1.41 oz (40 g) Each",21.91,159.0,40.0,sports-nutrition,3.9,0,0,0,0,0,1,0
"NutraBio Labs, Alpha EAA, Strawberry Lemon Bomb, 1 lb (458 g)",54.61,207.0,458.0,sports-nutrition,4.5,0,0,0,0,0,1,0
"Sports Research, Blueberry Concentrate, 800 mg, 60 Softgels",28.03,357.0,0.8,sports-nutrition,4.6,0,0,0,0,0,1,0
"Quest Nutrition, Hero Protein Bar, Crispy Blueberry Cobbler, 12 Bars, 2.12 oz (60 g)",50.06,29.0,60.0,sports-nutrition,4.7,0,0,0,0,0,1,0
"MusclePharm, Essentials, CLA, 1,000 mg, 180 Softgels",39.0,1091.0,0.0,sports-nutrition,4.4,0,0,0,0,0,1,0
"Thorne Research, Amino Complex, Berry Flavored, 8 oz (228 g)",73.04,222.0,228.0,sports-nutrition,4.7,0,0,0,0,0,1,0
"Now Foods, L-Carnitine, Pure Powder, 3 oz (85 g)",33.35,341.0,85.0,sports-nutrition,4.7,0,0,0,0,0,1,0
"Now Foods, Sports, Organic Pea Protein Powder, Pure Unflavored, 1.5 lbs (680 g)",30.01,221.0,680.0,sports-nutrition,4.4,0,0,0,0,0,1,0
"Atkins, Protein Wafer Crisps, Lemon Vanilla, 5 Bars, 1.27 oz (36 g) Each",14.02,319.0,36.0,sports-nutrition,3.8,0,0,0,0,0,1,0
"MusclePharm, Combat Protein Powder, Banana Cream, 4 lbs (1814 g)",78.02,427.0,1814.0,sports-nutrition,4.6,0,0,0,0,0,1,0
"Natrol, Tonalin CLA, 1,200 mg, 90 Softgels",31.2,1153.0,0.2,sports-nutrition,4.1,0,0,0,0,0,1,0
"Sports Research, Evening Primrose, 1,300 mg, 30 Softgels",11.14,2346.0,0.3,sports-nutrition,4.7,0,0,0,0,0,1,0
"Julian Bakery, Paleo Protein, Egg White Protein, Unflavored, 2 lbs (907 g)",51.89,199.0,907.0,sports-nutrition,4.7,0,0,0,0,0,1,0
"BNRG, Power Crunch Protein Energy Bar, Original, Peanut Butter Creme, 12 Bars, 1.4 oz (40 g) Each",32.09,367.0,40.0,sports-nutrition,4.5,0,0,0,0,0,1,0
"Kaged Muscle, Patented C-HCI, Creatine HCI, Unflavored, 1.98 oz (56.25 g)",31.2,88.0,56.25,sports-nutrition,4.3,0,0,0,0,0,1,0
"BNRG, Power Crunch Protein Crisp Bar, Choklat, Dark Chocolate, 12 Bars, 1.5 oz (43 g) Each",32.09,272.0,43.0,sports-nutrition,4.5,0,0,0,0,0,1,0
"Now Foods, Sports, L-Glutamine Powder, 1 lbs (454 g)",33.35,453.0,454.0,sports-nutrition,4.7,0,0,0,0,0,1,0
"RSP Nutrition, Fish Oil, 1,250 mg Omega 3, 120 Softgels",24.95,614.0,0.25,sports-nutrition,4.8,0,0,0,0,0,1,0
"Pure Protein, Chocolate Salted Caramel Bar, 6 Bars, 1.76 oz (50 g) Each",15.51,735.0,50.0,sports-nutrition,4.3,0,0,0,0,0,1,0
"Larabar, The Original Fruit & Nut Food Bar, Peanut Butter Chocolate Chip, 16 Bars, 1.6 oz (45 g) Each",40.26,178.0,45.0,sports-nutrition,4.6,0,0,0,0,0,1,0
"JNX Sports, The Ripper, Fat Burner, Razor Lime, 5.3 oz (150 g)",43.68,464.0,150.0,sports-nutrition,4.3,0,0,0,0,0,1,0
"Trace Minerals Research, Max Hydrate Immunity, Effervescent Tablets, Lemon Lime, 1.59 oz (45 g)",7.79,172.0,45.0,sports-nutrition,4.6,0,0,0,0,0,1,0
"Dr. Murray's, Super Foods, 3 Seed Protein Powder, Chocolate, 16 oz (453.5 g)",21.15,236.0,453.5,sports-nutrition,4.4,0,0,0,0,0,1,0
"Universal Nutrition, Ultra Whey Pro, Protein Powder, Mocha Cappuccino, 5 lb (2.27 kg)",74.86,617.0,2270.0,sports-nutrition,4.6,0,0,0,0,0,1,0
"EVLution Nutrition, L-CITRULLINE2000, 7.5 oz (200 g)",26.33,191.0,200.0,sports-nutrition,4.6,0,0,0,0,0,1,0
"Now Foods, Sports, Creatine Monohydrate, Pure Powder, 8 oz (227 g)",12.04,1378.0,227.0,sports-nutrition,4.6,0,0,0,0,0,1,0
"Six Star, Pro Nutrition, Casein Protein, Elite Series, Triple Chocolate, 2 lbs (907 g)",34.21,280.0,907.0,sports-nutrition,4.5,0,0,0,0,0,1,0
"Primaforce, Glutaform, 100% L-Glutamine, Unflavored, 1000 g",43.06,399.0,1000.0,sports-nutrition,4.7,0,0,0,0,0,1,0
"Now Foods, Sports, L-Arginine Powder, 2.2 lbs (1 kg)",71.37,869.0,1000.0,sports-nutrition,4.2,0,0,0,0,0,1,0
"Solgar, Whey To Go, Whey Protein Powder, Chocolate, 16 oz (455 g)",24.1,534.0,455.0,sports-nutrition,4.7,0,0,0,0,0,1,0
"Now Foods, Sports, L-Glutamine Powder, 2.2 lbs (1 kg)",61.16,453.0,1000.0,sports-nutrition,4.7,0,0,0,0,0,1,0
"Now Foods, Sports, L-Glutamine Powder, 2.2 lbs (1 kg)",61.16,453.0,1000.0,sports-nutrition,4.7,0,0,0,0,0,1,0
"Quest Nutrition, Hero Protein Bar, Crispy Chocolate Caramel Pecan, 12 Bars, 2.12 oz (60 g) Each",50.06,42.0,60.0,sports-nutrition,4.5,0,0,0,0,0,1,0
"Vega, Sport Performance, Protein Powder, Chocolate, 1.6 oz (44 g)",4.24,754.0,44.0,sports-nutrition,4.0,0,0,0,0,0,1,0
"Mt. Capra, Clean Whey Protein, Unsweetened, 16 oz (453 g)",71.09,237.0,453.0,sports-nutrition,4.4,0,0,0,0,0,1,0
"Julian Bakery, PeakO2, 3.5 oz (100 g)",31.2,146.0,100.0,sports-nutrition,4.7,0,0,0,0,0,1,0
"ALLMAX Nutrition, Citrulline Malate, Unflavored, (300 g)",33.68,2363.0,300.0,sports-nutrition,4.8,0,0,0,0,0,1,0
"BNRG, Power Crunch Protein Energy Bar, Wild Berry Creme, 12 Bars, 1.4 oz (40 g) Each",32.09,287.0,40.0,sports-nutrition,4.0,0,0,0,0,0,1,0
"Muscletech, Cell Tech CREACTOR, Creatine HCI + Free-Acid Creatine, Blue Raspberry Blast, 9.32 oz (264 g)",31.2,209.0,264.0,sports-nutrition,4.7,0,0,0,0,0,1,0
"EFX Sports, Karbolyn Fuel, Neutral, 4.3 lbs (1950 g)",78.02,364.0,1950.0,sports-nutrition,4.6,0,0,0,0,0,1,0
"Jarrow Formulas, Whey Protein Powder, Unflavored, 32 oz (908 g)",46.84,1665.0,908.0,sports-nutrition,4.5,0,0,0,0,0,1,0
"Garden of Life, Organic Fit, High Protein Weight Loss Bar, Salted Caramel Chocolate, 12 Bars, 1.94 oz (55 g) Each",57.75,119.0,55.0,sports-nutrition,3.7,0,0,0,0,0,1,0
"RSP Nutrition, Glutamine, 17.6 oz (500 g)",25.59,236.0,500.0,sports-nutrition,4.8,0,0,0,0,0,1,0
"Quest Nutrition, Protein Bar, White Chocolate Raspberry, 12 Bars, 2.12 oz (60 g) Each",50.06,850.0,60.0,sports-nutrition,4.2,0,0,0,0,0,1,0
"Source Naturals, L-Arginine L-Citrulline Complex, 1,000 mg, 120 Tablets",21.29,686.0,0.0,sports-nutrition,4.5,0,0,0,0,0,1,0
"Source Naturals, L-Arginine L-Citrulline Complex, 1,000 mg, 240 Tablets",35.93,686.0,0.0,sports-nutrition,4.5,0,0,0,0,0,1,0
"Kaged Muscle, PRE-KAGED, Premium Pre-Workout, Fruit Punch, 1.31 lb (592 g)",62.41,207.0,592.0,sports-nutrition,4.3,0,0,0,0,0,1,0
"Garden of Life, Sport, Organic Plant-Based Performance Protein Bar, Peanut Butter Chocolate, 12 Bars, 2.61 oz (74 g) Each",59.3,354.0,74.0,sports-nutrition,4.3,0,0,0,0,0,1,0
"Vital Proteins, Bone Broth Collagen, Beef, 10 oz (285 g)",76.47,193.0,285.0,sports-nutrition,4.3,0,0,0,0,0,1,0
"California Gold Nutrition, Very Vanilla Whey Protein Isolate, 5 lbs (2270 g)",87.4,2007.0,2270.0,sports-nutrition,4.3,0,0,0,0,0,1,0
"Dymatize Nutrition, ISO100 Hydrolyzed, 100% Whey Protein Isolate, Strawberry, 5 lbs (2.3 kg)",134.47,823.0,2300.0,sports-nutrition,4.4,0,0,0,0,0,1,0
"California Gold Nutrition, SPORT  - Whey Protein Isolate, 1 lb, 16 oz (454 g)",18.73,9855.0,454.0,sports-nutrition,4.6,0,0,0,0,0,1,0
"Think !, Protein+ 150 Calorie Bars, Salted Caramel, 10 Bars, 1.41 oz (40 g) Each",21.91,347.0,40.0,sports-nutrition,4.2,0,0,0,0,0,1,0
"California Gold Nutrition, SUPERFOOD - Organic Beet Powder, 8.5 oz (240 g)",28.09,472.0,240.0,sports-nutrition,4.5,0,0,0,0,0,1,0
"Zint, Pure Grass-Fed Collagen Peptides, 10 oz (283 g)",26.2,8842.0,283.0,sports-nutrition,4.6,0,0,0,0,0,1,0
"Ultima Replenisher, Electrolyte Supplement, Raspberry, 20 Packets, 0.11 oz (3.2 g) Each",32.76,214.0,3.2,sports-nutrition,4.7,0,0,0,0,0,1,0
"MusclePharm, Essentials, Glutamine, Unflavored, 1.32 lbs (600 g) ",37.44,1415.0,600.0,sports-nutrition,4.6,0,0,0,0,0,1,0
"Dymatize Nutrition, ISO100 Hydrolyzed, 100% Whey Protein Isolate, Gourmet Vanilla, 5 lbs (2.3 kg)",134.47,1721.0,2300.0,sports-nutrition,4.5,0,0,0,0,0,1,0
"ALLMAX Nutrition, TribX90, Ultra-Concentrated Bulgarian Tribulus, 90% Furostanolic Saponins, 750 mg, 90 Capsules",35.09,552.0,0.75,sports-nutrition,4.5,0,0,0,0,0,1,0
"Now Foods, Sports, L-Glutamine, 1,000 mg, 240 Veg Capsules",35.2,1160.0,0.0,sports-nutrition,4.5,0,0,0,0,0,1,0
"Sports Research, Keto Plus, GO BHB +, Raspberry Lemonade, 11.2 oz (318 g)",61.8,119.0,318.0,sports-nutrition,4.5,0,0,0,0,0,1,0
"Garden of Life, RAW Organic Meal, Shake & Meal Replacement, Chocolate Cacao, 1 lb 2 oz (509 g)",39.2,1719.0,509.0,sports-nutrition,4.2,0,0,0,0,0,1,0
"RSP Nutrition, L-Carnitine, Weight Management, Berry, 3,000 mg, 16 fl oz (473 ml)",25.59,1161.0,0.0,sports-nutrition,4.8,0,0,0,0,0,1,0
"One Brands, ONE Bar, Chocolate Chip Cookie Dough, 12 Bars, 2.12 oz (60 g) Each",39.06,433.0,60.0,sports-nutrition,4.3,0,0,0,0,0,1,0
"Natural Factors, Micronized L-Glutamine, 1,000 mg, 180 Vegetarian Capsules",21.19,44.0,0.0,sports-nutrition,4.6,0,0,0,0,0,1,0
"Protein One, Protein Bars, Mint Chocolate Cookie, 5 Bars, 0.96 oz (27 g) Each",8.85,13.0,27.0,sports-nutrition,4.6,0,0,0,0,0,1,0
"Primaforce, AAKG, Unflavored, 8.8 oz (250 g)",27.44,308.0,250.0,sports-nutrition,4.6,0,0,0,0,0,1,0
"Now Foods, Organic Textured Soy Protein, Granules, 8 oz (227 g)",5.69,403.0,227.0,sports-nutrition,4.5,0,0,0,0,0,1,0
"Sports Research, SUPERBA 2 Antarctic Krill Oil with Astaxanthin, 1,000 mg, 30 Softgels",25.02,3401.0,0.0,sports-nutrition,4.5,0,0,0,0,0,1,0
"Garden of Life, Organic Fit, High Protein Weight Loss Bar, Chocolate Covered Cherry, 12 Bars, 1.9 oz (55 g) Each",57.75,84.0,55.0,sports-nutrition,4.4,0,0,0,0,0,1,0
"Nature's Way, Beet Root, 500 mg, 320 Vegan Capsules",30.31,546.0,0.5,sports-nutrition,4.5,0,0,0,0,0,1,0
"RSP Nutrition, L-Carnitine, Weight Management, Peach Mango, 3,000 mg, 16 fl oz (473 ml)",25.59,695.0,0.0,sports-nutrition,4.7,0,0,0,0,0,1,0
"Mt. Capra, Caprotein, Premium Goat-Milk Protein, Natural Vanilla, 1 lb. (453 g)",68.82,210.0,453.0,sports-nutrition,4.7,0,0,0,0,0,1,0
"Now Foods, Sports, Pea Protein, Vanilla Toffee, 2 lbs (907 g)",36.69,275.0,907.0,sports-nutrition,4.2,0,0,0,0,0,1,0
"Natrol, L-Arginine, 3,000 mg, 90 Tablets",23.39,1491.0,0.0,sports-nutrition,4.3,0,0,0,0,0,1,0
"Now Foods, Sports, L-Arginine Powder, 1 lb (454 g)",37.06,869.0,454.0,sports-nutrition,4.2,0,0,0,0,0,1,0
"Muscletech, Performance Series, Nitro Tech, Whey Peptides & Isolate Primary Source, Milk Chocolate, 2.20 lbs (998 g)",48.36,3432.0,998.0,sports-nutrition,4.5,0,0,0,0,0,1,0
"One Brands, ONE Bar, Cinnamon Roll, 12 Bars, 2.12 oz (60 g) Each",39.0,471.0,60.0,sports-nutrition,4.3,0,0,0,0,0,1,0
"Jarrow Formulas, MCT Oil, 1,000 mg, 180 Softgels",16.87,391.0,0.0,sports-nutrition,4.7,0,0,0,0,0,1,0
"Purely Inspired, Organic Protein, Plant-Based Nutrition, French Vanilla, 1.50 lbs (680 g)",31.2,426.0,680.0,sports-nutrition,4.2,0,0,0,0,0,1,0
"Trace Minerals Research, Max-Hydrate Endurance, Effervescent Tablets, Citrus, 1.59 oz (45 g)",7.79,140.0,45.0,sports-nutrition,4.7,0,0,0,0,0,1,0
"Raw Rev, Glo, Peanut Butter Dark Chocolate & Sea Salt, 12 Bars, 1.6 oz (46 g) Each",37.44,118.0,46.0,sports-nutrition,4.4,0,0,0,0,0,1,0
"Naturade, Weight Gain, Vanilla, 1.3 lbs (576 g)",33.69,604.0,576.0,sports-nutrition,4.2,0,0,0,0,0,1,0
"Dr. Axe / Ancient Nutrition, Bone Broth Collagen, Pure, 15.9 oz (450 g)",62.36,202.0,450.0,sports-nutrition,4.2,0,0,0,0,0,1,0
"Solgar, Whey To Go, Whey Protein Powder, Chocolate, 16 oz (455 g)",24.1,534.0,455.0,sports-nutrition,4.7,0,0,0,0,0,1,0
"One Brands, ONE Bar, Chocolate Brownie, 12 Bars, 2.12 oz (60 g) Each",39.16,709.0,60.0,sports-nutrition,4.2,0,0,0,0,0,1,0
"Now Foods, Sports, L-Glutamine Powder, 2.2 lbs (1 kg)",61.16,453.0,1000.0,sports-nutrition,4.7,0,0,0,0,0,1,0
"Quest Nutrition, Hero Protein Bar, Crispy Chocolate Caramel Pecan, 12 Bars, 2.12 oz (60 g) Each",50.06,42.0,60.0,sports-nutrition,4.5,0,0,0,0,0,1,0
"Vega, Sport Performance, Protein Powder, Chocolate, 1.6 oz (44 g)",4.24,754.0,44.0,sports-nutrition,4.0,0,0,0,0,0,1,0
"Mt. Capra, Clean Whey Protein, Unsweetened, 16 oz (453 g)",71.09,237.0,453.0,sports-nutrition,4.4,0,0,0,0,0,1,0
"Julian Bakery, PeakO2, 3.5 oz (100 g)",31.2,146.0,100.0,sports-nutrition,4.7,0,0,0,0,0,1,0
"BNRG, Power Crunch Protein Energy Bar, Wild Berry Creme, 12 Bars, 1.4 oz (40 g) Each",32.09,287.0,40.0,sports-nutrition,4.0,0,0,0,0,0,1,0
"Muscletech, Cell Tech CREACTOR, Creatine HCI + Free-Acid Creatine, Blue Raspberry Blast, 9.32 oz (264 g)",31.2,209.0,264.0,sports-nutrition,4.7,0,0,0,0,0,1,0
"Jarrow Formulas, Whey Protein Powder, Unflavored, 32 oz (908 g)",46.84,1665.0,908.0,sports-nutrition,4.5,0,0,0,0,0,1,0
"Garden of Life, Organic Fit, High Protein Weight Loss Bar, Salted Caramel Chocolate, 12 Bars, 1.94 oz (55 g) Each",57.75,119.0,55.0,sports-nutrition,3.7,0,0,0,0,0,1,0
"RSP Nutrition, Glutamine, 17.6 oz (500 g)",25.59,236.0,500.0,sports-nutrition,4.8,0,0,0,0,0,1,0
"Quest Nutrition, Protein Bar, White Chocolate Raspberry, 12 Bars, 2.12 oz (60 g) Each",50.06,850.0,60.0,sports-nutrition,4.2,0,0,0,0,0,1,0
"Source Naturals, L-Arginine L-Citrulline Complex, 1,000 mg, 120 Tablets",21.29,686.0,0.0,sports-nutrition,4.5,0,0,0,0,0,1,0
"Source Naturals, L-Arginine L-Citrulline Complex, 1,000 mg, 240 Tablets",35.93,686.0,0.0,sports-nutrition,4.5,0,0,0,0,0,1,0
"Pure Protein, Chew Chocolate Chip Bar, 6 Bars, 1.76 oz (50 g) Each",15.51,469.0,50.0,sports-nutrition,4.3,0,0,0,0,0,1,0
"Think !, Protein+ 150 Calorie Bars, Cupcake Batter, 10 Bars, 1.41 oz (40 g) Each",21.91,92.0,40.0,sports-nutrition,4.0,0,0,0,0,0,1,0
"Muscletech, Clear Muscle Next Gen, Performance & Recovery Amplifier, 1000 mg , 84 Liquid Softgels",54.4,146.0,1.0,sports-nutrition,4.6,0,0,0,0,0,1,0
"Solgar, L-Arginine, Free Form, 500 mg, 250 Vegetable Capsules",43.99,222.0,0.5,sports-nutrition,4.8,0,0,0,0,0,1,0
"Quest Nutrition, Protein Bar, Birthday Cake, 12 Pack, 2.12 oz (60 g) Each",50.06,529.0,60.0,sports-nutrition,4.3,0,0,0,0,0,1,0
"Quest Nutrition, Protein Bar, Caramel Chocolate Chunk, 12 Bars, 2.12 oz (60 g) Each",45.51,263.0,60.0,sports-nutrition,4.4,0,0,0,0,0,1,0
"Now Foods, Sports, Micellar Casein Protein Powder, Unflavored, 1.8 lbs (816 g)",44.47,166.0,816.0,sports-nutrition,4.4,0,0,0,0,0,1,0
"Pure Protein, Chocolate Peanut Butter Bar, 6 Bars, 1.76 oz (50 g) Each",15.51,1788.0,50.0,sports-nutrition,4.4,0,0,0,0,0,1,0
"Sunwarrior, Collagen Building Protein Peptides, Chocolate Fudge, 17.6 oz (500 g)",54.54,183.0,500.0,sports-nutrition,4.4,0,0,0,0,0,1,0
"Sports Research, Multi Collagen Complex, Chocolate, 1.03 lb (465 g)",43.11,170.0,465.0,sports-nutrition,4.8,0,0,0,0,0,1,0
"Nutiva, Organic MCT Powder, Unflavored, 10.6 oz (300 g)",41.11,158.0,300.0,sports-nutrition,4.6,0,0,0,0,0,1,0
"Life Extension, D-Ribose Powder, 5.29 oz (150 g)",32.19,153.0,150.0,sports-nutrition,4.6,0,0,0,0,0,1,0
"MusclePharm, Essentials, Glutamine, Unflavored, 0.66 lb (300 g) ",28.63,1415.0,300.0,sports-nutrition,4.6,0,0,0,0,0,1,0
"Pure Protein, 100% Whey Protein, Vanilla Cream, 1 lb (453 g)",22.16,325.0,453.0,sports-nutrition,4.4,0,0,0,0,0,1,0
"One Brands, ONE Bar, Maple Glazed Doughnut, 12 Bars, 2.12 oz (60 g) Each",39.16,579.0,60.0,sports-nutrition,4.2,0,0,0,0,0,1,0
"Muscletech, Performance Series, CELL-TECH, The Most Powerful Creatine Formula, Fruit Punch, 3.00 lbs (1.36 kg)",46.8,418.0,1360.0,sports-nutrition,4.6,0,0,0,0,0,1,0
"JNX Sports, The Ripper, Fat Burner, Blood Orange, 5.3 oz (150 g)",43.68,155.0,150.0,sports-nutrition,4.4,0,0,0,0,0,1,0
"Muscletech, Performance Series, CELL-TECH, The Most Powerful Creatine Formula, Fruit Punch, 6.00 lb (2.72 kg)",70.21,418.0,2720.0,sports-nutrition,4.6,0,0,0,0,0,1,0
"BNRG, Power Crunch Protein Energy Bar, Red Velvet, 12 Bars, 1.4 oz (40 g) Each",32.09,226.0,40.0,sports-nutrition,4.4,0,0,0,0,0,1,0
"Isopure, Whey Protein Isolate, Protein Powder, Unflavored, 3 lb, (1.36 kg)",98.46,872.0,1360.0,sports-nutrition,4.4,0,0,0,0,0,1,0
"Muscletech, Nitro Tech, 100% Whey Gold, French Vanilla Creme, 5.53 lbs. (2.51 kg)",90.5,1090.0,2510.0,sports-nutrition,4.5,0,0,0,0,0,1,0
"Gaspari Nutrition, SuperPump Max, Blue Raspberry , 1.41 lbs (640 g)",60.85,135.0,640.0,sports-nutrition,4.4,0,0,0,0,0,1,0
"Now Foods, Organic Textured Soy Protein, Granules, 8 oz (227 g)",5.69,403.0,227.0,sports-nutrition,4.5,0,0,0,0,0,1,0
"Sports Research, SUPERBA 2 Antarctic Krill Oil with Astaxanthin, 1,000 mg, 30 Softgels",25.02,3401.0,0.0,sports-nutrition,4.5,0,0,0,0,0,1,0
"Garden of Life, Organic Fit, High Protein Weight Loss Bar, Chocolate Covered Cherry, 12 Bars, 1.9 oz (55 g) Each",57.75,84.0,55.0,sports-nutrition,4.4,0,0,0,0,0,1,0
"Nature's Way, Beet Root, 500 mg, 320 Vegan Capsules",30.31,546.0,0.5,sports-nutrition,4.5,0,0,0,0,0,1,0
"RSP Nutrition, L-Carnitine, Weight Management, Peach Mango, 3,000 mg, 16 fl oz (473 ml)",25.59,695.0,0.0,sports-nutrition,4.7,0,0,0,0,0,1,0
"Mt. Capra, Caprotein, Premium Goat-Milk Protein, Natural Vanilla, 1 lb. (453 g)",68.82,210.0,453.0,sports-nutrition,4.7,0,0,0,0,0,1,0
"Now Foods, Sports, Pea Protein, Vanilla Toffee, 2 lbs (907 g)",36.69,275.0,907.0,sports-nutrition,4.2,0,0,0,0,0,1,0
"Now Foods, Sports, L-Arginine Powder, 1 lb (454 g)",37.06,869.0,454.0,sports-nutrition,4.2,0,0,0,0,0,1,0
"One Brands, ONE Bar, Cinnamon Roll, 12 Bars, 2.12 oz (60 g) Each",39.0,471.0,60.0,sports-nutrition,4.3,0,0,0,0,0,1,0
"Muscletech, Performance Series, Nitro Tech, Whey Peptides & Isolate Primary Source, Milk Chocolate, 2.20 lbs (998 g)",48.36,3432.0,998.0,sports-nutrition,4.5,0,0,0,0,0,1,0
"Jarrow Formulas, MCT Oil, 1,000 mg, 180 Softgels",16.87,391.0,0.0,sports-nutrition,4.7,0,0,0,0,0,1,0
"Purely Inspired, Organic Protein, Plant-Based Nutrition, French Vanilla, 1.50 lbs (680 g)",31.2,426.0,680.0,sports-nutrition,4.2,0,0,0,0,0,1,0
"Trace Minerals Research, Max-Hydrate Endurance, Effervescent Tablets, Citrus, 1.59 oz (45 g)",7.79,140.0,45.0,sports-nutrition,4.7,0,0,0,0,0,1,0
"Raw Rev, Glo, Peanut Butter Dark Chocolate & Sea Salt, 12 Bars, 1.6 oz (46 g) Each",37.44,118.0,46.0,sports-nutrition,4.4,0,0,0,0,0,1,0
"Naturade, Weight Gain, Vanilla, 1.3 lbs (576 g)",33.69,604.0,576.0,sports-nutrition,4.2,0,0,0,0,0,1,0
"Dr. Axe / Ancient Nutrition, Bone Broth Collagen, Pure, 15.9 oz (450 g)",62.36,202.0,450.0,sports-nutrition,4.2,0,0,0,0,0,1,0
"JYM Supplement Science, High-Performance Pre-Workout, Tangerine, 17.9 oz (508 g)",47.43,85.0,508.0,sports-nutrition,4.6,0,0,0,0,0,1,0
"BNRG, Power Crunch Protein Energy Bar, S'mores, 12 Bars, 1.4 oz (40 g) Each",32.09,58.0,40.0,sports-nutrition,4.4,0,0,0,0,0,1,0
"Garden of Life, Organic Fit, High Protein Weight Loss Bar, Chocolate Almond Brownie, 12 Bars, 1.94 oz (55 g) Each",57.75,93.0,55.0,sports-nutrition,3.8,0,0,0,0,0,1,0
"Optimum Nutrition, Gold Standard 100% Whey, Vanilla Ice Cream, 2 lb (907 g)",64.72,3193.0,907.0,sports-nutrition,4.6,0,0,0,0,0,1,0
"Now Foods, Sports, Tribulus, 1,000 mg, 90 Tablets",20.37,2538.0,0.0,sports-nutrition,4.5,0,0,0,0,0,1,0
"Lake Avenue Nutrition, Creatine Monohydrate, 750 mg, 240 Veggie Capsules",34.33,115.0,0.75,sports-nutrition,4.6,0,0,0,0,0,1,0
"OOH Snap!, Crispy Protein Bar, Caramel Pretzel, 7 Bars, 1.62 oz (46 g) Each",22.72,287.0,46.0,sports-nutrition,4.6,0,0,0,0,0,1,0
"Optimum Nutrition, Instantized BCAA 5000 Powder, Unflavored, 12.16 oz (345 g)",49.69,614.0,345.0,sports-nutrition,4.3,0,0,0,0,0,1,0
"Optimum Nutrition, Gold Standard 100% Casein, Chocolate Supreme, 2 lbs (909 g)",77.89,673.0,909.0,sports-nutrition,4.6,0,0,0,0,0,1,0
"Optimum Nutrition, ESSENTIAL AMIN.O. ENERGY, Concord Grape, 9.5 oz (270 g)",46.18,408.0,270.0,sports-nutrition,4.7,0,0,0,0,0,1,0
"Muscletech, Performance Series, VaporX5 Ripped, Strawberry Limeade, 6.50 oz (184 g)",31.2,153.0,184.0,sports-nutrition,4.6,0,0,0,0,0,1,0
"Now Foods, Sports, Pea Protein, Pure Unflavored, 12 oz (340 g)",14.44,2456.0,340.0,sports-nutrition,4.3,0,0,0,0,0,1,0
"Sports Research, Astaxanthin, Triple Strength, 12 mg, 60 Veggie Softgels",37.22,189.0,0.012,sports-nutrition,4.5,0,0,0,0,0,1,0
"Protein One, Protein Bars, Strawberries & Cream, 5 Bars, 0.96 oz (27 g) Each",8.85,56.0,27.0,sports-nutrition,3.6,0,0,0,0,0,1,0
"Lenny & Larry's, The COMPLETE Cookie, Chocolate Chip, 12 Cookies, 2 oz (57 g) Each",24.89,905.0,57.0,sports-nutrition,4.2,0,0,0,0,0,1,0
"NutraBio Labs, Alpha EAA, Grape Berry Crush, .98 lb (444 g)",54.61,49.0,444.0,sports-nutrition,4.7,0,0,0,0,0,1,0
"Atkins, Snack, Protein Cookies, Double Chocolate Chip, 4 Cookies, 1.38 oz (39 g) Each",13.18,69.0,39.0,sports-nutrition,4.3,0,0,0,0,0,1,0
"Quest Nutrition, Protein Bar, Lemon Cake, 12 Bars, 2.12 oz (60 g) Each",50.06,34.0,60.0,sports-nutrition,4.6,0,0,0,0,0,1,0
"BNRG, Power Crunch Protein Energy Bar, Choklat, Milk Chocolate, 12 Bars, 1.5 oz (42 g) Each",32.09,257.0,42.0,sports-nutrition,4.5,0,0,0,0,0,1,0
"Xtend, The Original 7G BCAA, Smash Apple, 2.78 lb (1.26 kg)",93.62,1029.0,1260.0,sports-nutrition,4.4,0,0,0,0,0,1,0
"BNRG, Power Crunch Protein Energy Bar, Lemon Meringue, 12 Bars, 1.4 oz (40 g) Each",32.09,153.0,40.0,sports-nutrition,4.2,0,0,0,0,0,1,0
"Lake Avenue Nutrition, Whey Protein + Probiotics, Vanilla Flavor, 5 lb (2,270 g)",93.64,396.0,270.0,sports-nutrition,4.5,0,0,0,0,0,1,0
"Pure Protein, Chocolate Peanut Butter Bar, 6 Bars, 1.76 oz (50 g) Each",15.51,1788.0,50.0,sports-nutrition,4.4,0,0,0,0,0,1,0
"Sunwarrior, Collagen Building Protein Peptides, Chocolate Fudge, 17.6 oz (500 g)",54.54,183.0,500.0,sports-nutrition,4.4,0,0,0,0,0,1,0
"Sports Research, Multi Collagen Complex, Chocolate, 1.03 lb (465 g)",43.11,170.0,465.0,sports-nutrition,4.8,0,0,0,0,0,1,0
"Nutiva, Organic MCT Powder, Unflavored, 10.6 oz (300 g)",41.11,158.0,300.0,sports-nutrition,4.6,0,0,0,0,0,1,0
